title,description,source,date
Ottawa urged to stop weapons flow to Sudan as Carney prepares UAE visit - National,"Human rights groups say they believe planes meant to carry humanitarian aid from the UAE to Sudan are regularly delivering weapons instead, including possibly C...",globalnews.ca,2025-11-03T23:34:21.000000Z
What will the Carney government’s 1st budget include? Here are some hints - National,"Finance Minister Francois-Philippe Champagne will present the budget on Tuesday, with experts projecting the government’s deficit skyrocketing this year.",globalnews.ca,2025-11-03T20:20:19.000000Z
Ford says Carney asked him to remove anti-tariff ad early ‘a couple of times’,Premier Doug Ford says Prime Minister Mark Carney asked him 'a couple of times' to pull his anti-tariff commercial after it led to a breakdown in U.S.-Canada tr...,globalnews.ca,2025-11-03T20:02:31.000000Z
How Carney’s 1st budget will be different from others - National,"Prime Minister Mark Carney is set to table his government's first budget this week, which is expected to be different from past budgets.",globalnews.ca,2025-11-03T18:37:45.000000Z
Spectre of 1995’s budget cuts has public sector unions on edge - National,Prime Minister Mark Carney pitched Canadians in the last federal election on restraining federal spending and reducing the government’s operating budget.,globalnews.ca,2025-11-03T09:00:45.000000Z
Carney advised to push back on Trump in April call if provoked: memo - National,Federal officials prepared the internal memo to guide Carney's conversation with Trump following the Liberal party's April 28 election victory.,globalnews.ca,2025-11-02T16:15:33.000000Z
Carney says China doesn’t share concerns about ‘foreign interference’ - National,Prime Minister Mark Carney said China does not grasp Canada's level of concern on,globalnews.ca,2025-11-01T17:40:43.000000Z
Carney says China doesn’t grasp Canada’s concern over issues of foreign interference - National,Prime Minister Mark Carney said China does not grasp Canada's level of concern on,globalnews.ca,2025-11-01T17:40:43.000000Z
"‘I did apologize to the President,’ Carney says on U.S. anti-tariff ad - National",Prime Minister Mark Carney confirmed he apologized to U.S. President Donald Trump after an Ontario anti-tariff ad aired in the U.S.,globalnews.ca,2025-11-01T15:56:33.000000Z
Trump says Carney ‘apologized’ for TV ad that scuttled U.S. trade talks - National,"Trump said 'no' when asked if the U.S. will resume trade negotiations, but praised Carney and said the two still have a 'good relationship.'",globalnews.ca,2025-10-31T18:22:21.000000Z
"As Carney set to meet with China’s Xi, here’s what to watch for - National","Prime Minister Mark Carney said his meeting with Chinese President Xi Jinping on Friday at a summit in South Korea will discuss ""a much broader set of issues th...",globalnews.ca,2025-10-30T23:04:07.000000Z
CBSA reports huge Chinese drug chemical seizure ahead of Carney-Xi meeting,"The seizure occurred in May at the Tsawwassen Container Examination Facility in B.C., but was reported by CBSA on Thursday — one day before Carney and Xi are ...",globalnews.ca,2025-10-30T19:49:43.000000Z
Carney is set to announce immigration plan. Where do levels stand now? - National,"Speaking to students at the University of Ottawa last week, Prime Minister Mark Carney said his government was also going to work on reducing immigration levels...",globalnews.ca,2025-10-30T19:09:42.000000Z
"Carney, Trump attend South Korean president’s dinner amid trade war - National",It marks the first time Prime Minister Mark Carney has been in the same room as Donald Trump since the U.S. president cut off trade talks with Canada last week.,globalnews.ca,2025-10-29T12:42:42.000000Z
"As Carney set for key China talks, Poilievre urges ‘results’ on tariffs - National",Conservative Leader Pierre Poilievre said Canadians expect Prime Minister Mark Carney to get some results from his upcoming meeting with Chinese President Xi Ji...,globalnews.ca,2025-10-28T17:32:38.000000Z
Carney’s Singapore visit eyes closer trade ties amid broader uncertainty - National,Prime Minister Mark Carney met with potential investment partners in Singapore as part of his first official visit to Asia and pitching Canada as a reliable tra...,globalnews.ca,2025-10-28T16:31:29.000000Z
Trump says he won’t meet Carney ‘for a while’ over anti-tariff ad - National,U.S. President Donald Trump and Prime Minister Mark Carney are both in Kuala Lumpur to attend the Association of Southeast Asian Nations (ASEAN) summit.,globalnews.ca,2025-10-27T13:42:32.000000Z
Carney to discuss ‘resetting of expectations’ with Chinese president - National,"Prime Minister Mark Carney says he plans to meet with Chinese President Xi Jinping later this week to discuss ""a broad range of issues.""",globalnews.ca,2025-10-27T13:05:32.000000Z
Carney claims feds have ‘sole responsibility’ for U.S. talks,"U.S. President Donald Trump has threatened a new tariff against Canada, as Prime Minister Mark Carney says his country ""respects trade agreements.""",globalnews.ca,2025-10-26T16:30:09.000000Z
Carney in Asia to promote Canada as reliable trade partner amid tensions with U.S. - National,Prime Minister Mark Carney is promoting Canada as a reliable trade partner at the ASEAN summit after U.S. President Donald Trump halted trade talks over an Onta...,globalnews.ca,2025-10-25T21:40:09.000000Z
Carney to pitch Canada as reliable partner in Asia - National,"Prime Minister Mark Carney is pitching Canada as a reliable partner for Southeast Asia, committed to rules-based trade as U.S. President Donald Trump rewrites g...",globalnews.ca,2025-10-25T12:13:00.000000Z
"Trump ‘afraid’ to make World Series bet, Carney jokes at Blue Jays practice","'He doesn’t like to lose,",globalnews.ca,2025-10-23T22:54:18.000000Z
Carney says Canadians must make ‘sacrifices.’ He isn’t yet saying on what - National,"During a joint press conference with Ontario Premier Doug Ford on Thursday, Prime Minister Mark Carney was asked what those sacrifices might be.",globalnews.ca,2025-10-23T15:39:12.000000Z
"Bail reform, tougher sentencing set to be tabled by minister - National",Prime Minister Mark Carney said last week the legislation would make bail more difficult to get for violent and organized crime offences.,globalnews.ca,2025-10-23T13:22:09.000000Z
Carney to address Canadians on economy as budget questions grow - National,Prime Minister Mark Carney's speech will come as a new report from Desjardins estimates the federal budget deficit could be the highest in 30 years.,globalnews.ca,2025-10-22T13:52:31.000000Z
Carney set to announce border security measures - National,"The Liberal government split its border security bill this month, hoping to pass some measures quickly and give more time for scrutiny of more controversial one...",globalnews.ca,2025-10-17T12:16:54.000000Z]
"Carney to announce measures to protect steel, softwood lumber industries: sources","Help is on the way for Canadian steel producers and those in softwood lumber affected by the ongoing trade dispute ...",cp24.com,2025-11-26T19:04:41.000000Z
"Carney says B.C. ‘has to agree’ on pipeline plan from Alberta","OTTAWA — British Columbia “has to agree” on any pipeline from Alberta to the Pacific coast, Prime Minister Mark Carney ...",cp24.com,2025-11-25T19:04:41.000000Z
"Carney says his comment about speaking with Trump was a ‘poor choice of words’"," Prime Minister Mark Carney said Tuesday his recent reply to a question about the state of trade talks ...",cp24.com,2025-11-25T19:04:41.000000Z
"Newfoundland is ‘back in the oil business,’ new premier vows ahead of Carney meeting","ST. JOHN’S — Newfoundland and Labrador Premier Tony Wakeham says he is heading to Ottawa later today with demands for ...",cp24.com,2025-11-25T19:04:41.000000Z
"Eby tells Carney it was ‘unacceptable’ for B.C. to be excluded in proposed pipeline talks","B.C. Premier David Eby says he wants any potential energy deal between Alberta and the federal government to include a ...",cp24.com,2025-11-25T19:04:41.000000Z
"Carney considering trip to Washington after dismissing question about his last contact with Trump","Less than 48 hours after Prime Minister Mark Carney dismissed a question about when he had last spoken with U.S. ...",cp24.com,2025-11-24T19:04:41.000000Z
"‘He should care’: Conservatives slam Carney on Trump comments","OTTAWA — Conservative MPs slammed Prime Minister Mark Carney Monday over dismissive comments he made recently when asked about stalled ...",cp24.com,2025-11-24T19:04:41.000000Z
"MPs swipe at Carney’s claim that Canada has no feminist foreign policy","Prime Minister Mark Carney’s claim that Canada does not have a “feminist foreign policy” spilled into the political arena Monday, ...",cp24.com,2025-11-24T19:04:41.000000Z
"Carney says Canada and India can be ‘reliable trading partners’","The prime ministers of Canada and India have agreed to launch negotiations towards a new Comprehensive Economic Partnership Agreement (CEPA). ...",cp24.com,2025-11-23T19:04:41.000000Z
"Carney: No ‘burning issue’ to bring up with Trump","JOHANNESBURG — Prime Minister Mark Carney is in no hurry to resume trade talks with U.S. President Donald Trump but ...",cp24.com,2025-11-23T19:04:41.000000Z
"Carney says Canada upholding values but drops talk of ‘feminist foreign policy’","JOHANNESBURG — Prime Minister Mark Carney says Canada no longer has a feminist foreign policy, but still wants to uphold ...",cp24.com,2025-11-23T19:04:41.000000Z
"Carney in South Africa as concerns grow over U.S. boycott of G20","Prime Minister Mark Carney is in South Africa for a G20 summit overshadowed by a U.S. boycott — and as ...",cp24.com,2025-11-21T19:04:41.000000Z
"Canada cuts back spending on fighting infectious diseases at G20 in South Africa","Prime Minister Mark Carney has made Canada’s first-ever cut to funding for a major program for fighting infectious diseases in ...",cp24.com,2025-11-21T19:04:41.000000Z
"Carney wraps United Arab Emirates visit with pledge of $70B to be invested in Canada","ABU DHABI — Prime Minister Mark Carney says Ottawa is working on a $1-billion project aimed at expanding critical minerals ...",cp24.com,2025-11-21T19:04:41.000000Z
"Carney signs UAE investment pact, launches trade talks during Abu Dhabi visit","Prime Minister Mark Carney signed an investment-protection agreement Thursday with the United Arab Emirates during a visit to Abu Dhabi ...",cp24.com,2025-11-20T19:04:41.000000Z
"Carney to sign investment agreement, launch Canada-United Arab Emirates trade talks: official","
ABU DHABI – Prime Minister Mark Carney intends to sign a long-negotiated investment agreement, as well as begin launching talks ...",cp24.com,2025-11-19T19:04:41.000000Z
"Aiming to attract capital to Canada, Carney departing for two of world’s largest emerging markets","Prime Minister Mark Carney is departing for a nearly week-long trip to the United Arab Emirates and South Africa on ...
"Premiers say they had positive meeting with PM, hint that tariff relief is coming","OTTAWA — New Brunswick Premier Susan Holt said premiers had a “productive” meeting with Prime Minister Mark Carney on Monday, ...",cp24.com,2025-11-18T19:04:41.000000Z
"‘Gas-for-wine’: South Africa seeks deal to boost trade, investment with Canada","OTTAWA — As Prime Minister Mark Carney heads to Johannesburg for the G20 summit, Canada and South Africa are talking ...",cp24.com,2025-11-18T19:04:41.000000Z
"Minority Liberals narrowly survive high-stakes confidence vote, fending off holiday election","Prime Minister Mark Carney’s minority Liberal government narrowly survived its third confidence vote in as many weeks on Monday, passing ...",cp24.com,2025-11-17T19:04:41.000000Z
"Prime Minister Mark Carney met with cheers and boos at 112th Grey Cup game","WINNIPEG — Prime Minister Mark Carney was on hand in Winnipeg for the 112th Grey Cup game between the Saskatchewan ...",cp24.com,2025-11-16T19:04:41.000000Z
"Carney visits Riderville ahead of 2025 Grey Cup","On the eve of the most important game in Canadian football, fans across the country are surely wishing they could ...",cp24.com
Carney plans to see Trump next week in Washington,OTTAWA - Prime Minister Mark Carney will travel to Washington next week and plans to ...,ctvnews.ca,"Nov 26, 2025"
"Carney announces new supports for Canada’s lumber, steel sectors","OTTAWA — Amid the ongoing trade war with the United States, Prime Minister Mark Carney ...",ctvnews.ca,"Nov 26, 2025"
‘A move in the right direction’: Harrow steel tycoon pleased with Ottawa clawing back imports,Prime Minister Mark Carney has announced new measures to limit the amount of steel imports ...,ctvnews.ca,"Nov 26, 2025"
"PM Carney announces new measures to protect steel, lumber industries",,ctvnews.ca,"Nov 26, 2025"
Carney confirms he'll see Trump during FIFA draw in D.C.,,ctvnews.ca,"Nov 26, 2025"
Ottawa faces 'bad options' as Carney balances pipeline politics and steel sector turmoil,,ctvnews.ca,"Nov 26, 2025"
Carney meets with new Newfoundland and Labrador premier on ‘ambitious agenda’,ST. JOHN’S — Newfoundland and Labrador’s new premier is meeting with Prime Minister Mark Carney. ...,ctvnews.ca,"Nov 26, 2025"
"Carney to announce help for softwood, steel industries",,ctvnews.ca,"Nov 26, 2025"
"Trade war update: Carney’s Liberals to announce steel, lumber protections, sources say",Help is on the way for Canadian steel producers and those in softwood lumber affected ...,ctvnews.ca,"Nov 26, 2025"
PM Carney to unveil new measures to protect Canada’s steel industry: sources,,ctvnews.ca,"Nov 25, 2025"
Carney says B.C. ‘has to agree’ on pipeline plan from Alberta,OTTAWA — British Columbia “has to agree” on any pipeline from Alberta to the Pacific ...,ctvnews.ca,"Nov 25, 2025"
"Manitoba Premier Kinew asks PM Carney for sentencing, parole overhaul",WINNIPEG — Manitoba Premier Wab Kinew has asked the prime minister for stiffer sentences for ...,ctvnews.ca,"Nov 25, 2025"
Carney says his comment about speaking with Trump was a ‘poor choice of words’,OTTAWA — Prime Minister Mark Carney said Tuesday his recent reply to a question about ...,ctvnews.ca,"Nov 25, 2025"
'That was a poor choice of words': PM Carney on 'who cares?' comment on trade ...,,ctvnews.ca,"Nov 25, 2025"
"Newfoundland is ‘back in the oil business,’ new premier vows ahead of Carney meeting",ST. JOHN’S — Newfoundland and Labrador Premier Tony Wakeham says he is heading to Ottawa ...,ctvnews.ca,"Nov 25, 2025"
Eby tells Carney it was ‘unacceptable’ for B.C. to be excluded in proposed pipeline talks,B.C. Premier David Eby says he wants any potential energy deal between Alberta and the ...,ctvnews.ca,"Nov 25, 2025"
CTV National News: Carney considering Washington trip as Canada-U.S. relations remain stagnant,,ctvnews.ca,"Nov 24, 2025"
Carney considering Washington trip as Canada-U.S. relations remain stagnant,,ctvnews.ca,"Nov 24, 2025"
Tough stance or just annoyed? Front Bench on PM Carney's comments on Canada-U.S. talks,,ctvnews.ca,"Nov 24, 2025"
Carney considering trip to Washington after dismissing question about his last contact with Trump,Less than 48 hours after Prime Minister Mark Carney dismissed a question about when he ...,ctvnews.ca,"Nov 24, 2025"
‘He should care’: Conservatives slam Carney on Trump comments,OTTAWA — Conservative MPs slammed Prime Minister Mark Carney Monday over dismissive comments he made ...,ctvnews.ca,"Nov 24, 2025"
MPs swipe at Carney’s claim that Canada has no feminist foreign policy,Prime Minister Mark Carney’s claim that Canada does not have a “feminist foreign policy” spilled ...,ctvnews.ca,"Nov 24, 2025"
Sikh groups accuse PM Carney of ‘selling out Canadians’ by renewing economic ties to India,,ctvnews.ca,"Nov 24, 2025"
Carney says Canada and India can be ‘reliable trading partners’,The prime ministers of Canada and India have agreed to launch negotiations towards a new ...,ctvnews.ca,"Nov 23, 2025"
Carney: No ‘burning issue’ to bring up with Trump,JOHANNESBURG — Prime Minister Mark Carney is in no hurry to resume trade talks with ...,ctvnews.ca,"Nov 23, 2025"
Carney says Canada upholding values but drops talk of ‘feminist foreign policy’,"JOHANNESBURG — Prime Minister Mark Carney says Canada no longer has a feminist foreign policy, ...",ctvnews.ca,"Nov 23, 2025"
"PM Carney says there are ‘a host of issues’ with Ukraine peace deal, unknown if ...",,ctvnews.ca,"Nov 23, 2025"
PM Mark Carney continues ‘pragmatic’ relationship for an India-Canada trade deal,,ctvnews.ca,"Nov 23, 2025"
"CTV QP: PM Carney confirms deal with UAE, more international trade deals coming",,ctvnews.ca,"Nov 23, 2025"
"PM Carney meets with Indian PM Modi on trade, economic relations, more",,ctvnews.ca,"Nov 23, 2025"
CTV National News: PM Carney promotes Canadian investment at G20 amid U.S. boycott,,ctvnews.ca,"Nov 22, 2025"
PM Carney may have ‘missed an opportunity’ to talk about Sudan when meeting with UAE: ...,,ctvnews.ca,"Nov 21, 2025"
CTV National News: PM Carney arrives in South Africa for the G20 after a successful ...,,ctvnews.ca,"Nov 21, 2025"
How should PM Carney handle the intensifying pipeline negotiations?,,ctvnews.ca,"Nov 21, 2025"
Carney in South Africa as concerns grow over U.S. boycott of G20,Prime Minister Mark Carney is in South Africa for a G20 summit overshadowed by a ...,ctvnews.ca,"Nov 21, 2025"
Canada cuts back spending on fighting infectious diseases at G20 in South Africa,Prime Minister Mark Carney has made Canada’s first-ever cut to funding for a major program ...,ctvnews.ca,"Nov 21, 2025"
PM Carney is headed to South Africa for G20 Summit after UAE deal,,ctvnews.ca,"Nov 21, 2025"
PM Carney ‘cannot feign ignorance’ about UAE involvement in Sudan war: human rights group,,ctvnews.ca,"Nov 21, 2025"
PM Mark Carney signs new trade pact with UAE,,ctvnews.ca,"Nov 21, 2025"
'This is significant': Carney ends UAE visit with an investment commitment for Canada,,ctvnews.ca,"Nov 21, 2025"
Carney wraps United Arab Emirates visit with pledge of $70B to be invested in Canada,ABU DHABI — Prime Minister Mark Carney says Ottawa is working on a $1-billion project ...,ctvnews.ca,"Nov 21, 2025"
Murphy’s Logic: Lots of spending with little enthusiasm,His minority government may have survived but… Mark Carney’s first budget as prime minister hasn’t ...,ctvnews.ca,"Nov 20, 2025"
"Discussions on free trade, regional security on the agenda for PM Carney’s first day in ...",,ctvnews.ca,"Nov 20, 2025"
"Carney signs UAE investment pact, launches trade talks during Abu Dhabi visit",Prime Minister Mark Carney signed an investment-protection agreement Thursday with the United Arab Emirates during ...,ctvnews.ca,"Nov 20, 2025"
Carney signs UAE investment pact,,ctvnews.ca,"Nov 20, 2025"
CTV National News: PM Mark Carney arrives in UAE ahead of G20 for key trade ...,,ctvnews.ca,"Nov 19, 2025"
"Carney to sign investment agreement, launch Canada-United Arab Emirates trade talks: official","ABU DHABI – Prime Minister Mark Carney intends to sign a long-negotiated investment agreement, as ...",ctvnews.ca,"Nov 19, 2025"
"PM Mark Carney heading to UAE, South Africa after latest major projects approval",,ctvnews.ca,"Nov 19, 2025"
‘Carney is going to the UAE because that’s where the money is’: McLaughlin,,ctvnews.ca,"Nov 19, 2025"
CTV National News: PM Carney travels to UAE seeking new trade and diplomatic ties,,ctvnews.ca,"Nov 18, 2025"
PM Carney 'walking that tightrope' with Alberta and possible pipeline agreement,,ctvnews.ca,"Nov 18, 2025"
"Aiming to attract capital to Canada, Carney departing for two of world’s largest emerging markets",Prime Minister Mark Carney is departing for a nearly week-long trip to the United Arab ...,ctvnews.ca,"Nov 18, 2025"
Liberal strategist says ‘last minute negotiating’ pushed through first Carney budget,Liberal strategist Sabrina Grover joins Alberta Primetime host Michael Higgins to discuss the make or ...,ctvnews.ca,"Nov 18, 2025"
PM Carney and King Carl XVI Gustaf discuss ‘strategic partnership’ during visit,,ctvnews.ca,"Nov 18, 2025"
"‘Gas-for-wine’: South Africa seeks deal to boost trade, investment with Canada","OTTAWA — As Prime Minister Mark Carney heads to Johannesburg for the G20 summit, Canada ...",ctvnews.ca,"Nov 18, 2025"
"Minority Liberals narrowly survive high-stakes confidence vote, fending off holiday election",Prime Minister Mark Carney’s minority Liberal government narrowly survived its third confidence vote in as ...,ctvnews.ca,"Nov 17, 2025"
Carney government gets votes to pass budget,,ctvnews.ca,"Nov 17, 2025"
May says PM Carney’s 'firm commitment and goodwill' prompted her to say yes to the ...,,ctvnews.ca,"Nov 17, 2025"
NDP strategist says PM Carney lacked 'a sense of urgency' in selling budget to Canadians,,ctvnews.ca,"Nov 17, 2025"
Carney honours Riel at Winnipeg ceremony,,ctvnews.ca,"Nov 17, 2025"
"PM Carney in Manitoba, fans celebrate the Grey Cup: CTV Your Morning Winnipeg News",,ctvnews.ca,"Nov 17, 2025"
PM Carney booed during coin toss at 2025 Grey Cup in Winnipeg,,ctvnews.ca,"Nov 17, 2025"
Prime Minister Mark Carney met with cheers and boos at 112th Grey Cup game,WINNIPEG — Prime Minister Mark Carney was on hand in Winnipeg for the 112th Grey ...,ctvnews.ca,"Nov 16, 2025"
Prime Minister Mark Carney in Winnipeg,,ctvnews.ca,"Nov 16, 2025"
Carney visits Riderville ahead of 2025 Grey Cup,"On the eve of the most important game in Canadian football, fans across the country ...",ctvnews.ca,"Nov 16, 2025"
Carney visits Grey Cup festival in Winnipeg,,ctvnews.ca,"Nov 16, 2025"
Gun control group warns of Liberal ‘inaction’ ahead of Polytechnique anniversary,OTTAWA — A well-known gun control group is telling Prime Minister Mark Carney it would ...,ctvnews.ca,"Nov 15, 2025"
Carney in Winnipeg on Grey Cup weekend,,ctvnews.ca,"Nov 14, 2025"
CTV National News: Criticism surfaces following PM Carney’s major projects reveal,,ctvnews.ca,"Nov 14, 2025"
Mark Carney attends launch of new branch of Montreal-area light rail network,The northwest branch of a light rail project in the Montreal area was officially inaugurated ...,ctvnews.ca,"Nov 14, 2025"
Carney inaugurates the new REM line in Montreal,,ctvnews.ca,"Nov 14, 2025"
Excitement as Crawford Nickel Project put on the fast track by the federal government,"After much speculation, Prime Minister Mark Carney confirmed Thursday that Canada Nickel’s Crawford Nickel Project ...",ctvnews.ca,"Nov 14, 2025"
Pipeline not part of Carney's project announcements,,ctvnews.ca,"Nov 14, 2025"
‘Brace for impact:’ B.C. town prepares for life with one of Carney’s major projects,"TERRACE, B.C. -- In the heart of LNG and mining investment territory, Terrace B.C., Prime ...",ctvnews.ca,"Nov 14, 2025"
Gas price gap between Quebec and the rest of Canada is widening after carbon tax ...,"Since Mark Carney’s Liberal government cut the consumer carbon tax, prices at the pump dropped ...",ctvnews.ca,"Nov 14, 2025"
"New major projects list has some Indigenous buy-in, Carney says OKs still needed",OTTAWA — After an initial round of referrals to the new Major Projects Office that ...,ctvnews.ca,"Nov 14, 2025"
CTV National News: Alberta Premier Smith embraces PM Carney’s new nation-building investment,,ctvnews.ca,"Nov 13, 2025"
CTV National News: B.C. communities react to PM Carney’s nation-building projects,,ctvnews.ca,"Nov 13, 2025"
CTV National News: PM Carney announces second round of nation-building projects,,ctvnews.ca,"Nov 13, 2025"
"Alberta’s Smith supportive of new major projects, says pipeline negotiation ongoing",CALGARY — Alberta Premier Danielle Smith says shes on board with Prime Minister Mark Carney's ...,ctvnews.ca,"Nov 13, 2025"
Former B.C. premier praises PM Carney's 'lightning fast' action on major projects,,ctvnews.ca,"Nov 13, 2025"
Carney announces next of nation-building projects: A look at what made the list,"Three critical mineral extraction projects, a nickel mine in Ontario and a transmission line on ...",ctvnews.ca,"Nov 13, 2025"
B.C. power line and Ksi Lisims LNG added to federal government’s major-projects list,"With a buzzing electrical substation in Terrace, B.C., as his backdrop, Prime Minister Mark Carney ...",ctvnews.ca,"Nov 13, 2025"
Major projects announcement in B.C: What is Ksi Lisims LNG?,The Ksi Lisims LNG facility in northern British Columbia and the North Coast Transmission Line ...,ctvnews.ca,"Nov 13, 2025"
Prime Minster Mark Carney outlines initiatives in second wave of major projects,,ctvnews.ca,"Nov 13, 2025"
PM Carney: 'The world wants Canada as the reliable supplier of critical minerals',,ctvnews.ca,"Nov 13, 2025"
PM Mark Carney reiterates desire for Canada to become an ‘energy superpower’,,ctvnews.ca,"Nov 13, 2025"
PM Carney on next phase of major projects: 'Strengthening Canada’s autonomy and resilience',,ctvnews.ca,"Nov 13, 2025"
New Brunswick’s Sisson Mine added to Carney’s list of nation-building projects,There’s tepid reaction trickling in as residents and organizations in the communities near the Sisson ...,ctvnews.ca,"Nov 13, 2025"
Carney to release details of priority projects,,ctvnews.ca,"Nov 13, 2025"
"No Alberta-B.C. pipeline on Carney’s priorities, but Smith says talks are continuing",Premier Danielle Smith says she’s supportive of the updated list of nation-building projects announced by ...,ctvnews.ca,"Nov 13, 2025"
"Carney’s 1st budget wins support for infrastructure, immigration plans: poll",OTTAWA — Prime Minister Mark Carney secured broad support from across party lines and provincial ...,ctvnews.ca,"Nov 13, 2025"
Still many years before Prime Minister Carney’s major projects come to fruition: McLaughlin,,ctvnews.ca,"Nov 12, 2025"
Analyst: 'These major projects do not meet the kind of inspirational talk' that PM Carney ...,,ctvnews.ca,"Nov 12, 2025"
"New nation-building projects to include mining and energy developments, sources say",Prime Minister Mark Carney is set to unveil the second phase of major projects Thursday ...,ctvnews.ca,"Nov 12, 2025"
Carney has introduced a ‘credit card budget’: Poilievre,,ctvnews.ca,"Nov 12, 2025"
Poilievre says more Liberals MPs are becoming unhappy with Carney’s policies,,ctvnews.ca,"Nov 12, 2025"
What do Canadians think of Carney’s federal budget? | Poll,,ctvnews.ca,"Nov 12, 2025"
Premiers lay out priorities for meeting with Carney next week,OTTAWA — Canada’s premiers say infrastructure investments and the state of U.S.-Canada trade negotiations are ...,ctvnews.ca,"Nov 12, 2025"
PM Carney to release details on next major projects Thursday,,ctvnews.ca,"Nov 12, 2025"
Political implications of four new major projects Carney set to announce,,ctvnews.ca,"Nov 12, 2025"
"Carney to visit UAE, attend G20 summit in South Africa",Prime Minister Mark Carney will travel to the United Arab Emirates for a bilateral visit ...,ctvnews.ca,"Nov 12, 2025"
‘Canada is late to the party’: Experts divided on benefits of LNG exports,Oil and gas experts are at odds on how Canada should diversify its energy resources. ...,ctvnews.ca,"Nov 12, 2025"
Affordability gap leaves Liberal budget with middling reviews: Leger poll,OTTAWA — New polling suggests Canadians had a lukewarm response to the federal budget released ...,ctvnews.ca,"Nov 12, 2025"
"Remembrance Day: Freedoms only as strong as Canadians’ will to uphold them, says Kinew",OTTAWA -- This Remembrance Day marks eight decades since the conclusion of the Second World ...,ctvnews.ca,"Nov 11, 2025"
Monk: 'Thursday is a high-visibility and high-stakes moment for PM Carney',,ctvnews.ca,"Nov 11, 2025"
"Analyst says PM Carney, U.S. President Trump are ‘a long way’ from discussing any trade ...",,ctvnews.ca,"Nov 11, 2025"
‘He’s dropped some clues’: Reid on PM Carney’s major projects announcement,,ctvnews.ca,"Nov 11, 2025"
Crowds gather to mark Remembrance Day in Ottawa,Crowds gathered at Cenotaphs across Ottawa at 11 a.m. to honour the men and women ...,ctvnews.ca,"Nov 11, 2025"
"U.S. aircraft carrier moves into Latin America region, escalating Venezuela tensions","The Gerald Ford aircraft carrier strike group has moved into the Latin America region, U.S. ...",ctvnews.ca,"Nov 11, 2025"
PM Carney participates in wreath laying ceremony,,ctvnews.ca,"Nov 11, 2025"
"Budget signals lower increases to health transfers, end of funding deals",OTTAWA — The federal budget signals there is no room for the premiers to negotiate ...,ctvnews.ca,"Nov 11, 2025"
Finance minister’s Calgary Chamber visit generates optimism for pipeline possibility,Federal Finance Minister François-Philippe Champagne says Ottawa wants to “crowd in investment” and provide the ...,ctvnews.ca,"Nov 10, 2025"
Anand says U.S. secretary Rubio has avoided ’51st state’ chatter as G7 meeting looms,Foreign Affairs Minister Anita Anand says U.S. Secretary of State Marco Rubio hasn’t repeated President ...,ctvnews.ca,"Nov 10, 2025"
Next round of major projects getting government fast-track coming Thursday: Carney,The second round of major so-called nation-building projects will be announced this Thursday in Prince ...,ctvnews.ca,"Nov 10, 2025"
"Prime minister, N.B. premier tease major project announcement in the province",Prime Minister Mark Carney and New Brunswick Premier Susan Holt teased federal support for a ...,ctvnews.ca,"Nov 10, 2025"
"N.B. Premier Holt talks about key minerals, PM Carney and what to expect in upcoming ...",,ctvnews.ca,"Nov 10, 2025"
Chief justice to stand in for Simon on Remembrance Day due to illness,OTTAWA — Rideau Hall says Gov. Gen. Mary Simon is recovering in hospital from a ...,ctvnews.ca,"Nov 10, 2025"
Alberta heritage sites had high attendance levels during Canada Strong pass period,The Alberta government says it had a record-breaking summer at its museums and heritage sites ...,ctvnews.ca,"Nov 10, 2025"
"N.B. Premier Holt says PM Carney shows strong grasp, urgency in latest economic talks",,ctvnews.ca,"Nov 10, 2025"
PM Carney on dealing with ‘radically different’ U.S. trade policy,,ctvnews.ca,"Nov 10, 2025"
Indigenous Services minister says community shouldn’t worry about zeros in budget,OTTAWA — The Indigenous Services minister says community leaders shouldn’t worry about zeros in the ...,ctvnews.ca,"Nov 10, 2025"
Interprovincial trade barriers continue to ‘stifle’ alcohol sales within Canada: report,A new report says interprovincial trade barriers remain a serious obstacle to alcohol sales between ...,ctvnews.ca,"Nov 10, 2025"
Canada will be ‘our own best customer’: PM Carney outlines the ‘Buy Canadian Policy’,,ctvnews.ca,"Nov 10, 2025"
James Moore: Imagine if this fragile Parliament shrinks down to a 1-seat margin,"James Moore is a former federal cabinet minister under prime minister Stephen Harper, and a ...",ctvnews.ca,"Nov 10, 2025"
Carney to meet with N.B. premier Monday,,ctvnews.ca,"Nov 10, 2025"
Vancouver Fraser Port Authority says plans to dredge Burrard Inlet remain uncosted,A spokesperson for the Vancouver Fraser Port Authority says plans to dredge Burrard Inlet remain ...,ctvnews.ca,"Nov 09, 2025"
‘A lot of uncertainty’: Expert reacts to Canada’s new climate strategy,"An industry expert says Canada’s new Climate Competitiveness Strategy , outlined in the federal budget ...",ctvnews.ca,"Nov 09, 2025"
CTV QP: Was Prime Minister Mark Carney's deficit larger than expected?,,ctvnews.ca,"Nov 09, 2025"
Where is the money to replace Canada’s aging submarines? It wasn’t in the 2025 federal ...,Prime Minister Mark Carney has now climbed into two submarines on two continents - one ...,ctvnews.ca,"Nov 09, 2025"
Freeland tasked with tapping Canadian businesses to help rebuild Ukraine,"OTTAWA — Seven weeks ago, Prime Minister Mark Carney assigned former cabinet minister Chrystia Freeland ...",ctvnews.ca,"Nov 09, 2025"
