title	description	source	date	open_coding_topic	sentiment	sentimental_words
Carney to announce aid measures for steel and lumber sectors	Prime Minister Mark Carney will announce new aid measures Wednesday aimed at helping Canada's steel and lumber sectors.	cbc.ca	2025-11-26T04:00:43.000000Z	National	Positive	Aimed at helping
Some B.C. Liberal MPs concerned about prospect of a new oil pipeline: sources	"With Prime Minister Mark Carney poised to sign a ""grand bargain"" with Alberta later this week, some B.C. Liberal MPs are raising concerns about Ottawa possibly ..."	cbc.ca	2025-11-25T22:23:31.000000Z	National	Negative	Raising Concerns
Migrants' rights groups call on Carney government to withdraw border security bill	The federal government's border security bill is an open door to violate the rights of migrants and should be dropped, advocacy groups said on Monday on Parliam...	cbc.ca	2025-11-24T23:13:27.000000Z	National	Negative	federal government's border security bill is an open door to violate the rights of migrants
Ottawa, Alberta agree to broad outlines of energy deal, including support for pipeline	Prime Minister Mark Carney and Alberta Premier Danielle Smith have agreed to the broad outlines of a memorandum of understanding that would give Alberta special...	cbc.ca	2025-11-24T21:59:17.000000Z	National	Positive	agreed on pipeline
Yukon First Nation refutes claim there’s no opposition to grid tie project	Prime Minister Mark Carney recently announced it’s part of his list of “nation-building” projects. The Major Projects Office has only put up $139 million ...	cbc.ca	2025-11-22T12:00:00.000000Z	National	Negative	refutes claim there’s no opposition
Ottawa, Alberta expected to sign new energy sector deal on Thursday: source	Prime Minister Mark Carney and Alberta Premier Danielle Smith are expected to sign an agreement on the future of Alberta's energy sector on Thursday, according ...	cbc.ca	2025-11-21T23:41:51.000000Z	National	Positive	expected to sign an agreement
Is pharmacare on ice? Health minister says no new deals with provinces in the works	Canada’s public drug insurance program appears to be in limbo, with the Carney government failing to earmark any new money to expand coverage to the rest of t...	cbc.ca	2025-11-21T09:00:00.000000Z	National	Negative	Carney government failing
Government seeks to retroactively change law, potentially avoiding paying veterans over federal error	The Carney government’s budget legislation contains an amendment that lawyers representing veterans say is a bid to cover up a decades-long error that led to ...	cbc.ca	2025-11-20T09:00:32.000000Z	National	Negative	avoiding paying veterans over federal error, bid to cover up a decades-long error
Head of civil service defends Carney’s ethics screen at House committee	Privy Council Clerk Michael Sabia — one of two men tasked with preventing Prime Minister Mark Carney from making decisions in office that would benefit his pe...	cbc.ca	2025-11-20T01:09:32.000000Z	National	Positive	defends Carney
Carney, Smith moving closer to a deal that could include B.C. oil pipeline: source	Prime Minister Mark Carney and Alberta Premier Danielle Smith are moving closer to reaching a deal on the future of Alberta's energy sector, according to a seni...	cbc.ca	2025-11-19T20:30:59.000000Z	National	Positive	moving closer to reaching a deal
Ottawa names Yukon grid project in new major projects list. What does that mean?	Prime Minister Mark Carney may have put the Yukon-B.C. grid connection on the latest list of nation-building projects,but Yukoners are no closer to knowing whe...	cbc.ca	2025-11-17T20:13:23.000000Z	National	Negative	yukoners no closer
Liberals slammed for 'inaction' by gun control group ahead of Montreal massacre anniversary	A well-known gun control group is telling Prime Minister Mark Carney it would be	cbc.ca	2025-11-15T20:24:16.000000Z	National	Negative	slammed for 'inaction'
What will the federal government's Major Projects Office do — and will it succeed?	Prime Minister Mark Carney announced this week a second round of projects he's recommending get fast-tracked by his government's Major Projects Office (MPO) as ...	cbc.ca	2025-11-15T00:36:28.000000Z	National	Neutral	
Carney wants to boost resource development. Canada's climate legacy hangs in the balance	At the same time that Prime Minister Mark Carney was announcing a new tranche of major projects his government wants to fast-track, including a new gas export t...	cbc.ca	2025-11-14T19:29:43.000000Z	National	Neutral	
Sisson Mine project is long overdue, geologist says	The Sisson Mine project in rural New Brunswick might finally get off the ground after Prime Minister Mark Carney named it as one of the country’s major projec...	cbc.ca	2025-11-14T10:00:00.000000Z	National	Positive	long overdue, might finally get off the ground
Danielle Smith supportive of new major projects,says pipeline negotiation ongoing	Prime Minister Mark Carney announced Thursday that seven additional major energy and infrastructure projects were being referred to his government's major proje...	cbc.ca	2025-11-14T00:08:03.000000Z	National	Positive	supportive
Proposed northern Ontario nickel mine set to be declared 'nation-building project'	Prime Minister Mark Carney is set to announce Thursday a list of several “nation-building projects” that the federal government is fast-tracking. And one of...	cbc.ca	2025-11-13T10:00:00.000000Z	National	Neutral	
Carney in B.C. to unveil next list of recommended nation-building projects	Prime Minister Mark Carney is in northern B.C. today to announce the latest slew of nation-building projects to be sent to the newly created Major Projects Offi...	cbc.ca	2025-11-13T09:00:00.000000Z	National	Neutral	
Long-delayed Sisson Mine in running for Carney’s national projects list	On Monday,during a visit to Fredericton,Prime Minister Mark Carney grinned at a question about a mine proposed for the province more than a decade ago,but on...	cbc.ca	2025-11-12T20:03:48.000000Z	National	Neutral	
New nation-building projects list to include mines, LNG, Iqaluit hydro: sources	Prime Minister Mark Carney is set to announce a second set of “nation-building projects,” including at least two focused on critical mineral extraction, one...	cbc.ca	2025-11-11T22:00:46.000000Z	National	Positive	focused on critical
Carney highlights $186M new funding to implement ‘Buy Canadian’ policy	Power & Politics asks Industry Minister Mélanie Joly whether Prime Minister Mark Carney’s Buy Canadian policy could lead to higher prices.	cbc.ca	2025-11-10T23:47:17.000000Z	National	Negative	Lead to higher prices
Carney to announce next tranche of major projects on Thursday	The federal government will unveil the next round of major projects that will get fast-tracked approvals later this week, Prime Minister Mark Carney said Monday...	cbc.ca	2025-11-10T18:26:40.000000Z	National	Neutral	
Prime Minister Mark Carney in Fredericton to talk about 'Buy Canadian' policy	Prime Minister Mark Carney is in Fredericton Monday to highlight the government's new	cbc.ca	2025-11-10T16:45:06.000000Z	National	Neutral	
Advocates concerned temporary immigration cuts don't address systemic issues	As the Carney government slashes temporary immigration, some experts are concerned about its impact on critical industries and post-secondary education.	cbc.ca	2025-11-09T09:00:00.000000Z	National	Negative	Advocates concerned temporary immigration cuts don't address systemic issues, As the Carney government slashes temporary immigration
Why it would be a big deal for Canada to compete in Eurovision	In this week's federal budget, the Carney government revealed its desire to get Canada into the international singing competition. In an interview with Amy Smit...	cbc.ca	2025-11-07T23:01:44.000000Z	National	Neutral	
Quebec businesses say immigration reductions in federal budget will make labour shortages worse	The Carney government’s recent budget includes a drastic reduction in the number of temporary residents admitted in the coming years, something the Quebec gov...	cbc.ca	2025-11-06T09:00:00.000000Z	National	Negative	immigration reductions in federal budget will make labour shortages worse
Carney's budget needs 2 votes. Will this funding targeting opposition ridings get him there?	With one MP already crossing the floor to join the Liberals, Prime Minister Mark Carney now needs only two more votes, or abstentions, to pass his budget. And t...	cbc.ca	2025-11-05T20:59:12.000000Z	National	Neutral	
Feds table $13B for housing in new budget,but this advocate wants to see the details	Prime Minister Mark Carney tabled his first budget in Ottawa on Tuesday,and it includes $13 billion over five years for housing. But a non-profit organization ...	cbc.ca	2025-11-05T18:30:47.000000Z	National	Neutral	
Uncertainty for P.E.I.'s federal public service employees as Carney plans to slash 16K jobs	The federal government is set to slash 16,000 positions — or about 4.5 per cent of the public service workforce — over the next three years and it’s not y...	cbc.ca	2025-11-05T16:11:32.000000Z	National	Negative	Uncertainty
Carney holds news conference day after tabling budget	Prime Minister Mark Carney takes questions from journalists the day after presenting his fiscal plan.	cbc.ca	2025-11-05T13:25:00.000000Z	National	Neutral	
Budget job cuts would hit hard, say federal public service unions	Federal public service unions say the Carney government's 2025 budget, which proposes thousands of job cuts, early retirement incentives and expanded AI use, th...	cbc.ca	2025-11-05T13:22:34.000000Z	National	Negative	proposes thousands of job cuts
Canadian athletes on outside as Carney government's 1st budget sees no new sports funding	Canada’s summer and winter Olympians,along with other athletes,were left on the outside during Tuesday’s budget announcement by the federal government,de...	cbc.ca	2025-11-04T21:55:05.000000Z	National	Negative	left on the outside
Ottawa mayor responds to the 2025 federal budget	Mark Sutcliffe reacts to the Carney government's plans and how they may affect the capital.	cbc.ca	2025-11-04T21:30:00.000000Z	National	Neutral	
Carney budget to slash public service by 16,000 over 3 years	Prime Minister Mark Carney’s first budget seeks to slash the public service by 16,000 full-time equivalent positions, or about 4.5 per cent of the workforce, ...	cbc.ca	2025-11-04T21:12:00.000000Z	National	Negative	slash public service
Canada’s proposed budget sees deficit rise to $78B. Here’s what to know about the Carney government’s plans		cbc.ca	2025-11-04T20:01:11.000000Z	National	Negative	deficit rise
Liberals to table 'big, bold' federal budget Tuesday as Carney looks to put his stamp on government	Finance Minister François-Philippe Champagne will deliver the new Liberal government’s first budget Tuesday that will be full of what he calls “generationa...	cbc.ca	2025-11-04T09:00:00.000000Z	National	Neutral	
Mark Carney’s high-stakes first budget	Does Prime Minister Carney have the votes to get his first budget passed – or could we be looking at another election?	cbc.ca	2025-11-03T12:30:00.000000Z	National	Neutral	
'This is not a game,' Carney says as he signals he's ready to fight election over federal budget	Prime Minister Mark Carney signalled at the close of the APEC summit that he'd be prepared to fight an election over the upcoming federal budget — remarks tha...	cbc.ca	2025-11-01T13:55:44.000000Z	National	Neutral	
MPs urge Carney government to release special agency governing documents	Opposition MPs are calling on Prime Minister Mark Carney’s government to make public the documents that govern three special agencies it has created to manage...	cbc.ca	2025-10-30T09:00:00.000000Z	National	Neutral	
As a leader in finance, Mark Carney said climate action was critical. Where is that urgency now?	Mark Carney spent a decade as one of the most credible voices on climate action and the economy. Now as prime minister, he is scrapping emissions reductions pol...	cbc.ca	2025-10-25T05:00:00.000000Z	National	Negative	Where is that urgency now?, he is scrapping emissions reductions
Carney government gets tougher on crime with proposed bail regime changes	The federal Liberal government announced Thursday changes to the justice system that are intended to keep some offenders locked up for longer as Ottawa tries an...	cbc.ca	2025-10-23T17:17:49.000000Z	National	Neutral	
Poilievre reacts to Carney's pre-budget speech	Conservative Leader Pierre Poilievre holds a news conference in Ottawa to respond to Prime Minister Mark Carney's pre-budget speech, in which Carney said Canadi...	cbc.ca	2025-10-23T16:30:00.000000Z	National	Neutral	
Feds, province to spend $3B on mini nuclear power plant in Bowmanville, Ont.	Premier Doug Ford and Prime Minister Mark Carney are announcing the new spending at a news conference being carried live by CBC News Thursday morning. Construct...	cbc.ca	2025-10-23T15:28:38.000000Z	National	Neutral	
Carney meets with opposition leaders ahead of budget address	Prime Minister Mark Carney is meeting with leaders of the opposition parties ahead of a speech to university students in which he's expected to discuss his gove...	cbc.ca	2025-10-22T17:45:32.000000Z	National	Neutral	
Carney says legislation to toughen sentences, make bail harder to get coming next week	Prime Minister Mark Carney says his government will introduce legislation next week to crack down on crime by introducing harsher sentencing and making bail muc...	cbc.ca	2025-10-16T17:44:32.000000Z	National	Positive	crack down on crime
Stellantis looking for new model to fill Brampton plant,says Carney	Prime Minister Mark Carney says he spoke with the global head of Stellantis on Tuesday and received assurances there are options for its Brampton,Ont.,plant,...	cbc.ca	2025-10-16T17:20:28.000000Z	National	Positive	received assurances
Prime Minister announces measures to combat crime	Prime Minister Mark Carney is announcing new measures to reduce crime and improve community safety.	cbc.ca	2025-10-16T16:00:00.000000Z	National	Positive	reduce crime and improve community safety
Will AI make or break Canada? Innovators, researchers call for more guardrails	As the Carney government promotes artificial intelligence as part of its bid to grow the Canadian economy, some inventors who use the technology and experts who...	cbc.ca	2025-10-11T09:00:00.000000Z	National	Negative	researchers call for more guardrails
Carney announces long-awaited automatic tax filing,makes school food program permanent	Prime Minister Mark Carney announced Friday that his government will begin rolling out an automatic tax filing system for low-income Canadians and will make the...	cbc.ca	2025-10-10T14:00:25.000000Z	National	Positive	announces long-awaited
Carney makes pre-budget announcement in Ottawa	Prime Minister Mark Carney and Finance Minister François-Philippe Champagne make an affordability announcement and take questions from journalists in suburban ...	cbc.ca	2025-10-10T14:00:00.000000Z	National	Neutral	
5 premiers urge Carney to withdraw court submission on notwithstanding clause	"Five premiers say Ottawa must withdraw its recent call for limits on the notwithstanding clause because it amounts to a ""complete disavowal"" of the bargain that..."	cbc.ca	2025-10-07T22:51:35.000000Z	National	Negative	Call for withdrawal
Carney to meet with Trump Tuesday as Canada pushes for tariff relief	Prime Minister Mark Carney will sit down with his U.S. counterpart at the White House Tuesday for their second Oval Office meeting in less than six months as th...	cbc.ca	2025-10-07T09:00:00.000000Z	National	Neutral	
Promised immigration changes worry rural Manitoba businesses already struggling to fill jobs	Prime Minister Mark Carney has said he plans to reduce the number of temporary foreign workers and implement a more	cbc.ca	2025-10-06T11:00:00.000000Z	National	Negative	changes worry rural Manitoba businesses already struggling to fill jobs
Is Mark Carney going to get tied up in pipeline politics?	Alberta Premier Danielle Smith's preferred framing for the issue of a new pipline creates a challenge and a potential trap for Prime Minister Mark Carney.	cbc.ca	2025-10-02T20:21:03.000000Z	National	Negative	tied up,challenge,trap
With Anandasangaree and the tape, Carney faces his first political firestorm	The tale of Gary Anandasangaree and the tape probably now qualifies as the first political firestorm of Mark Carney's time as prime minister. So far he seems co...	cbc.ca	2025-09-24T22:47:33.000000Z	National	Negative	Carney faces his first political firestorm
RBC employee charged for allegedly accessing Carney, Trudeau's banking information	The RCMP has charged an Ottawa RBC employee after he allegedly accessed Prime Minister Mark Carney and former prime minister Justin Trudeau’s banking profiles...	cbc.ca	2025-09-24T16:57:52.000000Z	National	Neutral	
Carney says he has confidence in public safety minister after calls for his resignation	Prime Minister Mark Carney says he has confidence in his public safety minister despite the Conservatives calling for Gary Anandasangaree's resignation over a l...	cbc.ca	2025-09-24T00:57:55.000000Z	National	Neutral	
Danielle Smith on Carney, Kirk and pipelines	Alberta Premier Danielle Smith on free speech after Charlie Kirk’s killing, the notwithstanding clause and trans youth laws, and her cautious optimism about t...	cbc.ca	2025-09-22T11:00:00.000000Z	National	Neutral	
St. John's protesters 'Draw the Line' against parts of Carney's agenda	The Draw the Line rally protests against the Carney government's alignment with new fossil fuel projects, boost in military spending and expected public servic...	cbc.ca	2025-09-22T09:30:00.000000Z	National	Negative	St. John's protesters 'Draw the Line' against parts of Carney's agenda
Hundreds rally in Toronto to 'draw the line' against PM Carney agenda	Rallies were held in Toronto, Ottawa and other cities across Canada Saturday afternoon to call on the new Liberal government to prioritize the climate, Indigeno...	cbc.ca	2025-09-20T22:36:55.000000Z	National	Negative	Hundreds rally in Toronto to 'draw the line' against PM Carney agenda
Former justice minister David Lametti to leave Prime Minister's Office: sources	Former Justice Minister David Lametti will be leaving his job as principal secretary to Prime Minister Mark Carney after just a couple of months on the job, sou...	cbc.ca	2025-09-17T20:14:47.000000Z	National	Neutral	
Ford calls on Carney to keep 100% tariff on Chinese electric vehicles	Ontario Premier Doug Ford is calling on Canadian Prime Minister Mark Carney to maintain the 100 per cent tariff on Chinese electric vehicles, despite the canola...	cbc.ca	2025-09-17T19:02:16.000000Z	National	Neutral	
Ford believes Carney will designate Highway 401 tunnel as 'national interest' project	Ontario Premier Doug Ford believes Prime Minister Mark Carney will back his idea for a tunnel under Highway 401 through the Greater Toronto Area, though it is u...	cbc.ca	2025-09-16T20:41:52.000000Z	National	Neutral	
Carney government to table first budget on Nov. 4	The Liberal government will table the federal budget — the first under Prime Minister Mark Carney — in early November.	cbc.ca	2025-09-16T19:53:25.000000Z	National	Neutral	
Premier Scott Moe, canola industry leaders to meet with PM Mark Carney Tuesday	Prime Minister Mark Carney is set to meet with Saskatchewan Premier Scott Moe and canola industry leaders in Ottawa on Tuesday afternoon.	cbc.ca	2025-09-16T17:24:27.000000Z	National	Neutral	
Carney and Poilievre exchange pleasantries, then resume an epic debate	Pierre Poilievre was back in his happy place. Mark Carney was back in the prime minister's seat. Between them lay 396 centimetres of green carpet and the future...	cbc.ca	2025-09-15T23:41:13.000000Z	National	Neutral	
Carney,Poilievre come face-to-face for the first time in Parliament as new sitting starts	Prime Minister Mark Carney squared off with his Conservative counterpart for the first time in Parliament Monday as MPs returned for a new sitting with the deba...	cbc.ca	2025-09-15T21:29:55.000000Z	National	Neutral	
Carney announces launch of new housing agency, earmarks funding for new projects	Prime Minister Mark Carney announced on Sunday the launch of Build Canada Homes, the federal government’s new agency that will oversee federal housing program...	cbc.ca	2025-09-14T19:59:28.000000Z	National	Positive	announces launch of new housing agency
Prime Minister Mark Carney makes a housing announcement	Prime Minister Mark Carney is expected to announce the launch of Build Canada Homes, which will oversee federal housing programs.	cbc.ca	2025-09-14T19:00:00.000000Z	National	Positive	excited to announce
Carney wants to fast-track LNG expansion in B.C., but can Canadian natural gas compete globally?	Canada's move to double down on liquified natural gas on the West Coast not only puts B.C. and Canada’s climate goals into jeopardy, but according to energy a...	cbc.ca	2025-09-13T09:00:00.000000Z	National	Negative	can Canadian natural gas compete globally, puts B.C. and Canada’s climate goals into jeopardy, 
Carney picked 2 'nation-building' resource projects to fast-track in B.C. What are they?	Both of the B.C. projects, LNG Canada Phase 2 and the Red Chris copper and gold mine, will include expanding existing facilities.	cbc.ca	2025-09-13T06:46:17.000000Z	National	Neutral	
More than 200 musicians demand Carney move away from fossil fuels	'Canada is burning' reads the campaign's letter, signed by Sarah Harmer, Luna Li, Cris Derksen, the Weather Station and more.	cbc.ca	2025-09-12T14:10:11.000000Z	National	Negative	Demand canada move away from
Carney touted Bay du Nord for its low-carbon oil. This researcher says there's no such thing	Prime Minister Mark Carney's visit to St. John's this week came with excitement for Newfoundland and Labrador megaprojects like the Bay du Nord project, but thi...	cbc.ca	2025-09-12T09:30:00.000000Z	National	Negative	Carney touted, This researcher says there's no such thing
Carney government introducing bill to protect people entering religious, cultural buildings	Prime Minister Mark Carney's government is expected to introduce legislation as early as Tuesday to crack down on people willfully intimidating and obstructing ...	cbc.ca	2025-09-12T09:00:00.000000Z	National	Positive	protect people, crack down on people willfully intimidating and obstructing
Carney wants to fast-track the Port of Montreal expansion. Here's what's at stake	The Port of Montreal's expansion is among five high-priority infrastructure projects Prime Minister Mark Carney has targeted to fast-track via the newly creat...	cbc.ca	2025-09-12T09:00:00.000000Z	National	Negative	Here's what's at stake
Sask. copper mine one of 5 projects Carney recommending for approval	Mark Carney has unveiled his top five major projects that he says will reshape Canada. A mine in northern Saskatchewan is one of them.	cbc.ca	2025-09-12T09:00:00.000000Z	National	Neutral	
Premiers express optimism over Carney’s nation-building projects	Prime Minister Mark Carney has announced his first batch of major projects, after spending the summer reviewing pitches from Canada’s premiers. Nova Scotia Pr...	cbc.ca	2025-09-11T23:43:57.000000Z	National	Positive	Premiers express optimism over Carney’s
Northern premiers throw support behind feds' major projects list	Prime Minister Mark Carney unveiled a list of five “nation-building” projects Thursday morning that he says his government is prioritizing. While no norther...	cbc.ca	2025-09-11T21:49:53.000000Z	National	Positive	Northern premiers throw support behind feds' major projects list
Federal government will work out more pharmacare deals, Carney says	Prime Minister Mark Carney says his government is committed to signing pharmacare deals with all provinces and territories, ending months of speculation about t...	cbc.ca	2025-09-11T20:16:14.000000Z	National	Positive	committed to signing pharmacare deals
Carney appoints 11 members to Major Project Office's Indigenous Advisory Council	Prime Minister Mark Carney announced the 11 members of the Indigenous Advisory Council, to advise the Major Projects Office, on Wednesday.	cbc.ca	2025-09-11T17:59:01.000000Z	National	Neutral	
Carney recommending 5 'nation-building projects' for approval, including LNG expansion: sources	Prime Minister Mark Carney is set to unveil several “nation-building” projects Thursday morning that his government has identified as part of a promise to b...	cbc.ca	2025-09-10T23:43:55.000000Z	National	Neutral	
Carney addresses caucus ahead of Parliament’s return	Prime Minister Mark Carney is meeting with Liberal MPs in Edmonton, setting the table for the return of Parliament next week.	cbc.ca	2025-09-10T16:00:00.000000Z	National	Neutral	
Alberta premier expected to meet Prime Minister Mark Carney in Alberta's capital	Alberta Premier Danielle Smith is expected to reiterate her policy demands face-to-face with Prime Minister Mark Carney Wednesday while he's in Edmonton to meet...	cbc.ca	2025-09-10T14:41:12.000000Z	National	Neutral	
Politics! Carney government ramps up	With economic worries mounting for Canadians, the pressure is on for Prime Minister Mark Carney to deliver on relief. With Parliament set to return next week, c...	cbc.ca	2025-09-10T13:00:00.000000Z	National	Negative	economic worries mounting, pressure is on for Prime Minister Mark Carney to deliver on relief
No oil pipeline on the list of projects of national interest	As the Carney government prepares to announce the first projects of national interest it has selected, Radio-Canada has learned that no oil pipeline is on the c...	cbc.ca	2025-09-10T12:57:11.000000Z	National	Neutral	
'Positive energy' is back after PM Mark Carney talks megaprojects in N.L.	Prime Minister Mark Carney’s visit to St. John’s was about more than tariffs. He also discussed two energy megaprojects in a private meeting with Premier Jo...	cbc.ca	2025-09-09T14:56:37.000000Z	National	Positive	positive energy
Carney and Smith want a new pipeline. So far, no company has stepped up to build it	For all the talk of whether Canada needs a new oil pipeline, there’s one thing missing: a company wanting to build it.	cbc.ca	2025-09-09T09:00:00.000000Z	National	Negative	no company has stepped up to build it
Liberals huddle in Edmonton with Parliament set to return next week	Prime Minister Mark Carney and his Liberal caucus are meeting in Edmonton this week to map out their plans for the fall sitting before Parliament returns.	cbc.ca	2025-09-09T09:00:00.000000Z	National	Neutral	
